"category","effect_primary","effect_categories","id","name","details","effect_sources","attribute_effects","passive_ids","passive_triggers","duration","duration_label","type","estimate","estimate_label","group","control_type","flags","immune_abilities","has_anti_need","has_fake_need","buff_tag","icon"
"persistent","attack","attack","21080215","Tăng cường Tấn công Minh Kim","Tăng cường Tấn công Minh Kim","attr:MAX_PRO_ATK_A_RATE; attr:MIN_PRO_ATK_A_RATE","MAX_PRO_ATK_A_RATE; MIN_PRO_ATK_A_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080216","Tăng cường Tấn công Minh Kim","Tăng cường Tấn công Minh Kim","attr:MAX_PRO_ATK_A_RATE; attr:MIN_PRO_ATK_A_RATE","MAX_PRO_ATK_A_RATE; MIN_PRO_ATK_A_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080217","Tăng cường Tấn công Minh Kim","Tăng cường Tấn công Minh Kim","attr:MAX_PRO_ATK_A_RATE; attr:MIN_PRO_ATK_A_RATE","MAX_PRO_ATK_A_RATE; MIN_PRO_ATK_A_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080218","Tăng cường Tấn công Minh Kim","Tăng cường Tấn công Minh Kim","attr:MAX_PRO_ATK_A_RATE; attr:MIN_PRO_ATK_A_RATE","MAX_PRO_ATK_A_RATE; MIN_PRO_ATK_A_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080219","Tăng cường Tấn công Minh Kim","Tăng cường Tấn công Minh Kim","attr:MAX_PRO_ATK_A_RATE; attr:MIN_PRO_ATK_A_RATE","MAX_PRO_ATK_A_RATE; MIN_PRO_ATK_A_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080220","Tăng cường Tấn công Minh Kim","Tăng cường Tấn công Minh Kim","attr:MAX_PRO_ATK_A_RATE; attr:MIN_PRO_ATK_A_RATE","MAX_PRO_ATK_A_RATE; MIN_PRO_ATK_A_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080301","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080302","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080303","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080304","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080305","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080306","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080307","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080308","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080309","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080310","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080311","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080312","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080313","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080314","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080315","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080316","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080317","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080318","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080319","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080320","Tăng cường Tấn công Phá Đá","Tăng cường Tấn công Phá Đá","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080401","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080402","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080403","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080404","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080405","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080406","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080407","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080408","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080409","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080410","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080411","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080412","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080413","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080414","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080415","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080416","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080417","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080418","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080419","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080420","Tăng cường Tấn công Kéo Tơ","Tăng cường Tấn công Kéo Tơ","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080601","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080602","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080603","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080604","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080605","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080606","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080607","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080608","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080609","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080610","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080611","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080612","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080613","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080614","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080615","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080616","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080617","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080618","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080619","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080620","Tăng cường Tấn công Phá Tre","Tăng cường Tấn công Phá Tre","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1; client_display=2","","1","","","buff_xixue.png"
"persistent","attack","attack","21080721","Tăng Tấn công Phá Đá","Tấn công Phá Đá tăng cường 20%.","attr:MAX_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_B_RATE","MAX_PRO_ATK_B_RATE; MIN_PRO_ATK_B_RATE","","","-1.0","infinite","2","1","buff","","","show=1","","1","","","buff_xixue.png"
"persistent","attack","attack","21080722","Tăng Tấn công Minh Kim","Tấn công Minh Kim tăng cường 20%.","attr:MAX_PRO_ATK_A_RATE; attr:MIN_PRO_ATK_A_RATE","MAX_PRO_ATK_A_RATE; MIN_PRO_ATK_A_RATE","","","-1.0","infinite","2","1","buff","","","show=1","","1","","","buff_xixue.png"
"persistent","attack","attack","21080723","Tăng Tấn công Kéo Tơ","Tấn công Kéo Tơ tăng cường 20%.","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1","","1","","","buff_xixue.png"
"persistent","attack","attack","21080724","Tăng Tấn công Phá Tre","Tấn công Phá Tre tăng cường 20%.","attr:MAX_PRO_ATK_E_RATE; attr:MIN_PRO_ATK_E_RATE","MAX_PRO_ATK_E_RATE; MIN_PRO_ATK_E_RATE","","","-1.0","infinite","2","1","buff","","","show=1","","1","","","buff_xixue.png"
"persistent","attack","attack","21080725","Tăng Tấn công Minh Kim","Tấn công Minh Kim tăng cường 20%.","attr:MAX_PRO_ATK_A_RATE; attr:MIN_PRO_ATK_A_RATE","MAX_PRO_ATK_A_RATE; MIN_PRO_ATK_A_RATE","","","-1.0","infinite","2","1","buff","","","show=1","","1","","","buff_xixue.png"
"persistent","attack","attack","21080726","Tăng Tấn công Kéo Tơ","Tấn công Kéo Tơ tăng cường 20%.","attr:MAX_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_C_RATE","MAX_PRO_ATK_C_RATE; MIN_PRO_ATK_C_RATE","","","-1.0","infinite","2","1","buff","","","show=1","","1","","","buff_xixue.png"
"persistent","attack","attack","21080744","Kéo tơ · Ngọc - Cấp cao","Sát thương chí mạng tăng 20%, nhưng khi ở trên mặt đất, cứ mỗi 1 giây sẽ giảm 1% sát thương chí mạng, tối đa chồng lên 40 tầng. Khi rời khỏi mặt đất trong 1 giây, số tầng sẽ bị xóa.","attr:W_ATK_CRI_UP","W_ATK_CRI_UP","","","-1.0","infinite","2","1","buff","","","show=1","","1","","","buff_xixue.png"
"persistent","attack","attack","21081401","Hiệu ứng cộng thêm Tấn công","Tấn công Ngoại công và Tấn công toàn bộ Thuộc tính#Y+0.75%#E","attr:MAX_PRO_ATK_A_RATE; attr:MAX_PRO_ATK_B_RATE; attr:MAX_PRO_ATK_C_RATE; attr:MAX_PRO_ATK_D_RATE; attr:MAX_PRO_ATK_E_RATE; attr:MAX_W_ATK_RATE; attr:MIN_PRO_ATK_A_RATE; attr:MIN_PRO_ATK_B_RATE; attr:MIN_PRO_ATK_C_RATE; attr:MIN_PRO_ATK_D_RATE; attr:MIN_PRO_ATK_E_RATE; attr:MIN_W_ATK_RATE","MAX_PRO_ATK_A_RATE; MAX_PRO_ATK_B_RATE; MAX_PRO_ATK_C_RATE; MAX_PRO_ATK_D_RATE; MAX_PRO_ATK_E_RATE; MAX_W_ATK_RATE; MIN_PRO_ATK_A_RATE; MIN_PRO_ATK_B_RATE; MIN_PRO_ATK_C_RATE; MIN_PRO_ATK_D_RATE; MIN_PRO_ATK_E_RATE; MIN_W_ATK_RATE","","","-1.0","infinite","2","1","buff","","","show=2; client_display=1","","1","","","buff_qianggong.png"
